type,bandwidth,time
run,141.418,695683964244014
run,159.089,695683982107783
run,162.024,695683997997668
run,164.009,695684013583996
run,164.74,695684028983026
run,164.717,695684044312935
run,141.396,695684059642077
run,144.92,695684077490901
run,139.057,695684094914727
run,162.131,695684113066723
run,46.9693,695684128659132
run,39.4833,695684182308902
run,41.5208,695684246149757
run,81.8783,695684306831177
run,84.1348,695684337653301
run,98.2913,695684367630038
run,98.8115,695684393307771
run,147.587,695684418837150
run,143.68,695684435959372
run,120.69,695684453543520
run,146.079,695684474439394
run,162.781,695684491723891
run,162.614,695684507235882
run,160.782,695684522760802
run,152.867,695684538462044
run,141.277,695684554970082
run,139.308,695684572828474
run,136.781,695684590934614
run,163.298,695684609384150
run,165.169,695684624844493
run,164.908,695684640128930
run,163.252,695684655436470
run,161.678,695684670897997
run,60.0859,695684686508422
run,45.2969,695684728477390
run,38.8749,695684784114131
run,61.7364,695684848965177
run,79.6764,695684889801808
run,93.8778,695684921464488
run,123.324,695684948338974
run,140.038,695684968804250
run,139.531,695684986844725
run,142.523,695685004945297
run,138.998,695685022666503
run,164.909,695685040828452
run,164.199,695685056139544
run,163.149,695685071515310
run,160.527,695685087012197
run,146.116,695685102737152
run,139.288,695685120047761
run,163.258,695685138171629
run,164.118,695685153640228
run,165.055,695685169022009
run,161.348,695685184315406
run,165.678,695685199982984
run,163.853,695685215226364
run,140.664,695685230630226
run,27.5636,695685248610508
run,51.3143,695685340017506
run,66.7267,695685389133197
run,72.5208,695685426933723
run,93.2789,695685461704062
run,129.366,695685488743990
run,139.795,695685508262661
run,156.183,695685526314048
run,162.571,695685542475713
run,125.772,695685558002648
run,137.735,695685578058191
run,164.992,695685596389774
run,164.235,695685611698211
run,139.833,695685627069976
run,147.492,695685645127635
run,163.269,695685662263810
run,163.821,695685677731161
run,163.582,695685693143791
run,165.413,695685708575653
run,164.372,695685723832346
run,140.705,695685739185999
run,125.623,695685757126600
run,149.165,695685777220704
run,161.473,695685794156267
run,160.878,695685809795236
run,151.452,695685825488959
run,140.794,695685842167430
run,162.791,695685860093216
run,141.419,695685875618327
run,144.891,695685893458543
run,162.929,695685910876097
run,162.815,695685926367897
run,161.269,695685941869744
run,161.847,695685957519722
run,161.068,695685973115459
run,62.4065,695685988784988
run,60.3126,695686029174350
run,42.4261,695686070970931
run,48.567,695686130354444
run,76.802,695686182243166
run,77.5419,695686215111430
run,130.885,695686247641611
run,66.631,695686266929335
run,49.2258,695686304779717
run,42.1665,695686355983629
run,50.0533,695686415738827
run,64.9751,695686466100039
run,95.9149,695686504939299
run,129.528,695686531238097
run,152.612,695686550728064
run,162.666,695686567270246
run,155.48,695686582788509
run,140.533,695686599019359
run,149.343,695686616975352
run,160.86,695686633874947
run,146.862,695686649569438
run,129.923,695686666751692
run,148.659,695686686169658
run,162.584,695686703148582
run,159.938,695686718675006
run,161.437,695686734460442
run,161.219,695686750096531
run,141.393,695686765754732
run,51.42,695686783603013
run,39.4698,695686832645614
run,45.4471,695686896483494
run,70.1852,695686951928168
run,63.7416,695686987879068
run,115.652,695687027424866
run,135.517,695687049236849
run,162.661,695687067853204
run,161.671,695687083377068
run,162.74,695687098995045
run,162.625,695687114509788
run,163.315,695687130030068
run,164.105,695687145489867
run,149.329,695687160869889
run,141.834,695687177766956
run,162.532,695687195558115
run,163.093,695687211089435
run,140.648,695687226566898
run,145.594,695687244506795
run,163.634,695687261840156
run,156.493,695687277265267
run,140.75,695687293390131
run,158.702,695687311329932
run,162.975,695687327259882
run,163.005,695687342753729
run,163.021,695687358237240
run,162.628,695687373722831
run,163.27,695687389240135
run,147.995,695687404693630
run,137.532,695687421759307
run,165.036,695687440105610
run,159.711,695687455399775
run,163.293,695687471198042
run,163.687,695687486653937
run,138.044,695687502070919
run,148.458,695687520342917
run,138.058,695687537340626
run,79.0164,695687555614096
run,43.4479,695687587546092
run,53.7718,695687645563954
run,56.5253,695687692461438
run,49.3316,695687737072906
run,83.8834,695687788392947
run,74.9783,695687818460693
run,41.9417,695687852114505
run,45.6647,695687912208908
run,62.1573,695687967405740
run,54.149,695688008014464
run,99.3473,695688054566279
run,114.545,695688079955464
run,128.357,695688101980026
run,149.757,695688121639083
run,162.607,695688138495126
run,161.711,695688154023950
run,162.736,695688169639047
run,138.395,695688185150014
run,142.959,695688203381308
run,161.992,695688221032017
run,165.083,695688236615498
run,164.473,695688251909694
run,163.47,695688267259028
run,162.777,695688282703146
run,158.224,695688298210178
run,140.031,695688314190624
run,133.331,695688332222427
run,145.011,695688351144226
run,163.696,695688368563668
run,49.4776,695688383983402
run,41.5066,695688434922574
run,56.9367,695688495638426
run,72.1942,695688539918177
run,79.5085,695688574857191
run,83.8983,695688606582912
run,93.0124,695688636669346
run,130.844,695688663781947
run,162.354,695688683088328
run,149.204,695688698643456
run,131.096,695688715581131
run,152.329,695688734831223
run,159.926,695688801715480
run,155.466,695688817512372
run,137.707,695688833768726
run,119.945,695688852112309
run,133.69,695688873693409
run,145.242,695688892590856
run,161.737,695688909973401
run,161.314,695688925584018
run,162.303,695688941234156
run,71.4032,695688956790820
run,41.1028,695688992124687
run,51.6027,695689053442819
run,53.9046,695689102293226
run,59.0856,695689149063893
run,102.628,695689191721541
run,109.182,695689216319355
run,160.966,695689239427229
run,161.148,695689255119223
run,160.925,695689270788368
run,161.25,695689286478315
run,161.564,695689302136772
run,161.82,695689317762589
run,148.683,695689333362134
run,137.618,695689350329154
run,163.033,695689368663169
run,164.262,695689384146168
run,163.088,695689399515726
run,155.487,695689414993893
run,136.358,695689431222918
run,156.801,695689449731304
run,132.956,695689465831368
run,49.1331,695689484808111
run,52.5608,695689536116664
run,49.6611,695689584070099
run,84.7409,695689634817908
run,69.38,695689664605842
run,77.8817,695689700933099
run,94.8362,695689733305453
run,104.169,695689759896479
run,141.985,695689784113456
run,149.738,695689801894855
run,160.784,695689818754513
run,137.062,695689834461515
run,140.396,695689852871275
run,131.467,695689870844549
run,135.605,695689890030800
run,153.857,695689908634034
run,164.544,695689925039990
run,164.466,695689940383212
run,141.534,695689955731521
run,134.519,695689973584249
run,142.854,695689992347870
run,162.497,695690010018612
run,161.487,695690025556268
run,162.28,695690041192325
run,165.353,695690056751485
run,158.732,695690072038418
run,138.225,695690087961647
run,155.373,695690106237613
run,160.791,695690122509135
run,161.161,695690138234314
run,163.136,695690153924260
run,164.021,695690169406043
run,165.023,695690184795665
run,150.133,695690200091462
run,140.113,695690216897007
run,162.76,695690234909994
run,133.116,695690250419009
run,151.667,695690269368457
run,162.603,695690286006320
run,162.797,695690301526983
run,164.645,695690317027519
run,139.181,695690332353780
run,147.664,695690350492720
run,54.0813,695690367585630
run,50.4124,695690414211590
run,48.7701,695690464217885
run,62.1664,695690515883851
run,54.7668,695690556463103
run,93.1808,695690602503103
run,65.7703,695690629580631
run,47.3136,695690667926156
run,53.6921,695690721193553
run,61.615,695690768150077
run,58.2495,695690809122263
run,61.7975,695690852422513
run,106.406,695690893221320
run,136.201,695690916940017
run,162.652,695690935460467
run,143.211,695690950986699
run,141.277,695690968605504
run,163.115,695690986469848
run,163.381,695691001946607
run,163.009,695691017399334
run,160.606,695691032884573
run,165.323,695691048604824
run,163.087,695691063875148
run,132.67,695691079375267
run,130.474,695691098378923
run,162.54,695691117719064
run,163.955,695691133247856
run,165.717,695691148640902
run,48.2303,695691163867738
run,50.4569,695691216129360
run,75.8374,695691266094951
run,40.7263,695691299358005
run,79.1364,695691361239985
run,92.0166,695691393141612
run,122.758,695691420561738
run,162.482,695691441125671
run,140.287,695691456665983
run,143.468,695691474668474
run,165.199,695691492262606
run,162.722,695691507542115
run,163.585,695691523054618
run,163.76,695691538482673
run,163.346,695691553892967
run,162.524,695691569340958
run,140.966,695691584871413
run,150.528,695691602766510
run,162.169,695691619532151
run,162.826,695691635094832
run,149.825,695691650592807
run,141.798,695691667435249
run,156.631,695691685228808
run,147.075,695691701356009
run,129.706,695691718510359
run,147.458,695691737954565
run,162.146,695691755066547
run,163.434,695691770631659
run,163.576,695691786109251
run,163.459,695691801538233
run,163.17,695691816978544
run,141.807,695691832441895
run,145.453,695691850233694
run,163.592,695691867578223
run,163.264,695691883002405
run,163.15,695691898455676
run,148.655,695691913923923
run,117.717,695691930922239
run,47.4591,695691952353321
run,56.8549,695692005469036
run,52.4208,695692049829652
run,46.2371,695692097895088
run,81.0406,695692152422758
run,73.6214,695692183558551
run,40.7914,695692217838451
run,51.8153,695692279632846
run,59.0326,695692328291923
run,76.9284,695692371019428
run,68.9681,695692403839437
run,83.9283,695692440404041
run,114.866,695692470460267
run,141.009,695692492437628
run,141.137,695692510339541
run,163.548,695692528223309
run,162.177,695692543660484
run,163.075,695692559224348
run,146.465,695692574703668
run,131.35,695692591931043
run,162.099,695692611134958
run,158.507,695692626708454
run,162.296,695692642630468
run,163.125,695692658186172
run,163.452,695692673662579
run,164.809,695692689106410
run,146.129,695692704422111
run,141.311,695692721689967
run,141.933,695692739545959
run,128.145,695692757323550
run,131.635,695692777022864
run,165.121,695692796189114
run,162.348,695692811476335
run,147.432,695692827019079
run,141.391,695692844132308
run,163.455,695692861980716
run,163.45,695692877426467
run,164.796,695692892871962
run,163.325,695692908187823
run,163.401,695692923639142
run,149.885,695692939081148
run,132.479,695692955915494
run,132.543,695692974953455
run,143.106,695692993985143
run,162.892,695693011617420
run,160.979,695693027112068
run,54.0431,695693042786174
run,63.2941,695693089448038
run,40.11,695693129295856
run,51.0395,695693192130873
run,66.2711,695693241522280
run,61.3823,695693279575673
run,43.2715,695693320668308
run,57.606,695693378901565
run,64.3097,695693422662526
run,48.9027,695693461899935
run,82.383,695693513464844
run,128.169,695693544077653
run,152.061,695693563771687
run,164.487,695693580395598
run,138.92,695693595750467
run,131.533,695693613913664
run,145.595,695693633101035
run,163.325,695693650439291
run,163.249,695693665900402
run,163.368,695693681364169
run,165.396,695693696819584
run,148.016,695693712084660
run,137.899,695693729131297
run,119.511,695693747427840
run,43.8375,695693818930561
run,73.0126,695693876435137
run,44.2258,695693910995809
run,61.2724,695693967995481
run,58.6768,695694009157845
run,91.2998,695694052130155
run,130.717,695694079754315
run,120.99,695694099067191
run,143.15,695694119929081
run,135.561,695694137579854
run,147.033,695694156205521
run,136.889,695694173377152
run,163.66,695694191822016
run,162.288,695694207251287
run,163.358,695694222811119
run,157.225,695694238269446
run,140.977,695694254366182
run,159.959,695694272286655
run,164.925,695694288074746
run,163.455,695694303383823
run,163.243,695694318828230
run,160.308,695694334292348
run,163.047,695694350037975
run,151.181,695694365521455
run,140.149,695694382234615
run,44.291,695694400235761
run,60.5668,695694457137704
run,57.0485,695694498769195
run,78.0119,695694542958257
run,57.5612,695694575297042
run,85.8839,695694619098803
run,83.0839,695694648487243
run,149.986,695694678840337
run,162.297,695694695677019
run,156.411,695694711235124
run,140.92,695694727370996
run,135.929,695694745278413
run,143.416,695694763843247
run,148.356,695694781461252
run,133.135,695694798470832
run,163.075,695694817416951
run,164.85,695694832897455
run,159.162,695694848213379
run,147.511,695694864086848
run,138.692,695694881195278
run,162.696,695694899388907
run,163.111,695694914903810
run,160.905,695694930379066
run,159.472,695694946065908
run,162.771,695694961893936
run,161.483,695694977402407
run,115.637,695694993032384
run,130.216,695695014837487
run,123.861,695695034231453
run,138.083,695695054650393
run,164.803,695695072947831
run,163.617,695695088269260
run,163.605,695695103697410
run,141.73,695695119125785
run,139.603,695695136943825
run,162.998,695695155018540
run,163.801,695695170510179
run,161.363,695695185922905
run,45.7753,695695201567539
run,37.8647,695695256620368
run,48.5072,695695323154957
run,59.4915,695695375135327
run,95.4685,695695417565357
run,109.594,695695444010748
run,155.746,695695467027004
run,162.368,695695483234462
run,142.36,695695498781750
run,145.845,695695516507276
run,161.419,695695533809117
run,147.101,695695549443766
run,132.946,695695566594660
run,163.358,695695585568940
run,164.618,695695601019939
run,143.139,695695616350104
run,139.366,695695633975885
run,163.613,695695652074664
run,163.454,695695667497855
run,163.395,695695682935925
run,163.352,695695698384012
run,59.1655,695695713832099
run,55.0542,695695756432403
run,53.4235,695695802210607
run,65.6159,695695849388543
run,75.1696,695695887806229
run,63.5037,695695921353351
run,88.3202,695695961058223
run,82.1387,695695989640252
run,19.1222,695696020370567
run,46.4042,695696152067662
run,107.726,695696206367840
run,123.789,695696229807302
run,143.254,695696250202594
run,132.258,695696267828887
run,161.118,695696286911616
run,162.605,695696302586458
run,160.66,695696318114642
run,163.403,695696333828460
run,163.971,695696349277955
run,165.047,695696364671897
run,135.408,695696379964045
run,130.863,695696398602288
run,156.372,695696417880284
run,163.01,695696434022909
run,162.005,695696449508724
run,161.858,695696465085772
run,161.908,695696480681317
run,159.983,695696496290974
run,143.732,695696512086650
run,138.634,695696529638157
run,162.483,695696547835658
run,160.365,695696563371106
run,163.493,695696579108957
run,163.075,695696594546676
run,163.498,695696610022123
run,163.746,695696625458017
run,146.724,695696640870103
run,137.41,695696658062534
run,138.451,695696676437446
run,161.354,695696694668131
run,163.101,695696710313309
run,38.2252,695696725786452
run,64.7269,695696791691496
run,60.2423,695696830642949
run,60.7495,695696872492459
run,74.7091,695696913990539
run,73.1367,695696947750849
run,91.3184,695696982259136
run,149.388,695697009877888
run,147.04,695697026774859
run,139.04,695697043951354
run,154.67,695697062112886
run,161.863,695697078446905
run,144.106,695697094042994
run,139.639,695697111554693
run,135.113,695697129639809
run,148.657,695697148337061
run,141.487,695697165324465
run,162.883,695697183156361
run,162.548,695697198656480
run,159.994,695697214183576
run,136.369,695697229955955
run,156.123,695697248455508
run,164.387,695697264619605
run,50.0502,695697279971754
run,57.1066,695697330322438
run,49.6043,695697374458059
run,59.8297,695697425258765
run,77.9173,695697467386583
run,75.7445,695697499756185
run,88.7903,695697533073256
run,138.242,695697561473011
run,150.698,695697579729744
run,163.836,695697596498105
run,164.524,695697611910192
run,163.798,695697627255749
run,161.579,695697642668187
run,160.595,695697658288020
run,139.842,695697674002287
run,149.415,695697692053098
run,156.611,695697708940948
run,163.498,695697725056916
run,165.552,695697740495051
run,153.09,695697755744031
run,143.081,695697772245540
run,129.416,695697789879385
run,82.0795,695697809369192
run,62.2898,695697840098195
run,74.1604,695697880563654
run,73.559,695697914554686
run,57.9719,695697948841115
run,77.8122,695697992318679
run,56.6385,695698024717049
run,76.7164,695698069207844
run,110.537,695698102085644
run,154.848,695698124924394
run,126.879,695698141343918
run,135.861,695698161243011
run,155.057,695698179836933
run,140.617,695698196129320
run,161.777,695698214088257
run,164.003,695698229699386
run,162.511,695698245097776
run,160.741,695698260634280
run,163.139,695698276341762
run,164.031,695698291815321
run,146.137,695698307206543
run,134.624,695698324476159
run,130.787,695698343218820
run,149.019,695698362509840
run,162.883,695698379447003
run,65.9219,695698394944275
run,44.9354,695698433207591
run,61.1425,695698489299058
run,52.7663,695698530541935
run,57.3843,695698578327304
run,75.3187,695698622256810
run,122.893,695698655725947
run,155.501,695698676258969
run,147.512,695698692497370
run,136.833,695698709608008
run,163.306,695698728054536
run,142.535,695698743508319
run,124.164,695698761231990
run,155.486,695698781574640
run,136.095,695698831913612
run,160.046,695698850475118
run,163.522,695698866251657
run,142.448,695698881693504
run,129.913,695698899427702
run,148.644,695698918892133
run,59.2216,695698935872625
run,43.6391,695698978461313
run,52.3015,695699036219908
run,70.0531,695699084416801
run,68.6811,695699120428854
run,72.8431,695699157162228
run,111.805,695699192457311
run,49.7096,695699215032025
run,33.0698,695699265756826
run,53.952,695699341954781
run,82.6311,695699388696294
run,86.5125,695699419238863
run,101.202,695699448388996
run,119.425,695699473323039
run,161.42,695699494462340
run,162.668,695699510107710
run,163.833,695699525629238
run,163.577,695699541034284
run,162.506,695699556467586
run,164.783,695699572017114
run,143.964,695699587333775
run,143.082,695699604859203
run,162.587,695699622497272
run,163.017,695699638021648
run,160.651,695699653509095
run,163.424,695699669248834
run,165.946,695699684698872
run,164.264,695699699910124
run,136.629,695699715268865
run,65.4885,695699733756738
run,45.0095,695699772254329
run,39.4318,695699828226147
run,56.566,695699892115291
run,69.5161,695699936691911
run,85.375,695699972976959
run,119.866,695700002541306
run,138.273,695700023603231
run,158.928,695700041876317
run,159.572,695700057779578
run,159.074,695700073606998
run,133.556,695700089496786
run,153.236,695700108403705
run,164.487,695700124873886
run,165.765,695700140221235
run,163.481,695700155445799
run,163.64,695700170885630
run,163.695,695700186307092
run,153.901,695700201722154
run,112.957,695700218138190
run,136.308,695700240476101
run,159.229,695700258986886
run,73.7491,695700274839042
run,43.2406,695700309055230
run,52.3093,695700367334824
run,39.7571,695700415532710
run,77.4146,695700478909015
run,105.435,695700511523676
run,152.012,695700535459625
run,145.705,695700552070159
run,136.6,695700569387968
run,148.738,695700587871297
run,144.165,695700604859053
run,161.617,695700622369696
run,163.497,695700637989657
run,162.745,695700653430768
run,164.832,695700668939656
run,165.285,695700684252572
run,163.548,695700699522737
run,141.037,695700714954151
run,146.97,695700732844352
run,161.441,695700750014990
run,78.5863,695700765647336
run,29.471,695700797759974
run,44.9877,695700883252970
run,59.1517,695700939297237
run,93.5146,695700981925318
run,118.117,695701008907677
run,129.35,695701030280070
run,153.659,695701049783029
run,159.304,695701066215161
run,152.47,695701082063285
run,138.1,695701098637276
run,133.88,695701116915962
run,153.945,695701135761920
run,162.47,695701152157924
run,163.729,695701167716060
run,163.179,695701183135954
run,164.001,695701198607529
run,144.985,695701213999455
run,136.603,695701231415729
run,83.4984,695701249889010
run,59.3879,695701280102294
run,66.6023,695701322533507
run,55.9419,695701360384817
run,60.1915,695701405431428
run,66.6993,695701447328714
run,69.5531,695701485135831
run,98.559,695701521391727
run,121.415,695701546988339
run,155.881,695701567782676
run,156.374,695701583979317
run,133.633,695701600140822
run,162.534,695701619019132
run,162.934,695701634552500
run,160.829,695701650047083
run,141.505,695701665739205
run,154.622,695701683588861
run,163.221,695701699923936
run,141.698,695701715407064
run,140.727,695701733231247
run,162.154,695701751183049
run,162.984,695701766751457
run,163.436,695701782259801
run,163.439,695701797705551
run,164.372,695701813148902
run,46.4432,695701828505051
run,52.2117,695701882757805
run,34.6712,695701931024972
run,64.7036,695702003679454
run,81.3395,695702042650396
run,123.54,695702073666987
run,125.155,695702094103335
run,147.693,695702114276159
run,138.704,695702131365453
run,162.997,695702149580042
run,164.753,695702165075137
run,164.902,695702180400726
run,164.206,695702195709259
run,136.162,695702211084289
run,149.93,695702229620258
run,140.315,695702246455436
run,151.12,695702264451750
run,144.552,695702281152974
run,129.662,695702298624641
run,148.814,695702318094320
run,161.378,695702335057372
run,162.906,695702350715349
run,50.5139,695702366213997
run,69.7224,695702416116802
run,40.5864,695702452284921
run,59.352,695702514361432
run,78.0194,695702556837446
run,65.6884,695702589163655
run,134.653,695702627540156
run,138.412,695702646299905
run,162.466,695702664542655
run,163.937,695702680130327
run,163.032,695702695533677
run,162.035,695702711018821
run,163.548,695702726598749
run,162.598,695702742034420
run,137.961,695702757563660
run,140.494,695702775875050
run,141.257,695702793841348
run,163.858,695702811713084
run,163.012,695702827121426
run,163.08,695702842608553
run,162.77,695702858093185
run,160.163,695702873602456
run,161.632,695702889361011
run,142.27,695702904978476
run,154.108,695702922730051
run,162.937,695702939117447
run,162.575,695702954611614
run,162.382,695702970138710
run,163.155,695702985683598
run,163.005,695703001151237
run,120.926,695703016646428
run,133.482,695703037518398
run,136.567,695703056421605
run,161.25,695703074908614
run,162.989,695703090565152
run,162.58,695703106054391
run,159.637,695703121581679
run,26.7064,695703137428555
run,56.6645,695703231753674
run,58.2804,695703276263412
run,67.9815,695703319539278
run,85.4852,695703356624881
run,77.041,695703386137643
run,47.5382,695703419433242
run,77.8471,695703472442779
run,52.1153,695703504829565
run,69.5753,695703553186525
run,53.7481,695703589434101
run,90.8815,695703636346753
run,108.937,695703664108355
run,133.866,695703687301765
run,159.41,695703706172811
run,160.868,695703722012007
run,155.139,695703737705249
run,143.615,695703753971555
run,143.264,695703771540664
run,141.634,695703789149740
run,158.725,695703857405345
run,158.811,695703873338654
run,157.289,695703889239611
run,133.794,695703905290138
run,133.18,695703924182753
run,153.036,695703943141865
run,163.379,695703959637102
run,155.036,695703975088229
run,162.575,695703991364647
run,163.18,695704006887166
run,162.428,695704022352533
run,134.262,695704037888301
run,120.669,695704056684915
run,162.139,695704077581525
run,163.963,695704093156013
run,164.339,695704108550595
run,164.725,695704123933689
run,162.572,695704139259246
run,163.536,695704154786950
run,129.655,695704170222300
run,126.39,695704189675627
run,163.174,695704209628288
run,163.931,695704225098167
run,164.703,695704240494637
run,56.252,695704255819938
run,73.8387,695704300625745
run,55.5442,695704334760747
run,75.2584,695704380133570
run,77.1674,695704413640083
run,67.5589,695704446312729
run,80.1686,695704483631808
run,60.4367,695704515113846
run,127.676,695704556836154
run,118.902,695704576612748
run,149.344,695704597833523
run,160.941,695704614736926
run,159.879,695704630427448
run,162.589,695704646217524
run,160.589,695704661741675
run,145.837,695704677458918
run,138.326,695704694766102
run,164.279,695704713004532
run,143.663,695704728371593
run,140.222,695704745936702
run,164.677,695704763931992
run,163.641,695704779258125
run,161.715,695704794681283
run,137.646,695704810288316
run,154.072,695704828614363
run,81.0448,695704844990270
run,30.899,695704876125551
run,54.2808,695704957655068
run,73.5973,695705004097377
run,55.3731,695705038364158
run,108.466,695705083900566
run,56.0927,695705107167770
run,32.2795,695705152123563
run,38.352,695705230175655
run,86.1881,695705295886009
run,96.7529,695705325147279
run,119.805,695705351229082
run,147.941,695705372298527
run,138.376,695705389373900
run,145.617,695705407616393
run,141.427,695705424948698
run,132.966,695705442793426
run,148.597,695705461787354
run,162.11,695705478772934
run,162.652,695705494350207
run,163.296,695705509869942
run,161.653,695705525328685
run,161.876,695705540943046
run,142.329,695705556540447
run,134.775,695705574278294
run,137.358,695705593012058
run,153.282,695705611400857
run,163.671,695705627864894
run,162.843,695705643288469
run,161.44,695705658787052
run,159.799,695705674418757
run,136.235,695705690236513
run,148.21,695705708755234
run,163.54,695705725780559
run,163.305,695705741213830
run,164.803,695705756664604
run,141.14,695705771973521
run,162.15,695705789847209
run,152.848,695705805408418
run,138.879,695705821910759
run,164.926,695705840088036
run,140.745,695705855396888
run,30.3734,695705873372018
run,51.4649,695705956312083
run,77.8072,695706005305020
run,77.4392,695706037735966
run,71.7872,695706070301155
run,105.583,695706105433547
run,85.5228,695706129334935
run,40.6292,695706158832881
run,34.2873,695706220920784
run,57.7228,695706294397869
run,60.1576,695706338079660
run,121.223,695706379985299
run,98.2383,695706400820884
run,125.173,695706426491961
run,121.492,695706446668914
run,154.29,695706467442898
run,160.752,695706483806070
run,162.162,695706499537712
run,160.037,695706515117961
run,163.297,695706530919204
run,162.245,695706546389179
run,144.46,695706561955700
run,130.772,695706579448359
run,163.097,695706598764723
run,40.7361,695706614253195
run,46.2618,695706676112998
run,50.8321,695706730590555
run,52.4119,695706780189645
run,81.5974,695706828299689
run,123.879,695706859211511
run,149.724,695706879590418
run,163.637,695706896454012
run,163.531,695706911884819
run,163.192,695706927337482
run,150.374,695706942812609
run,137.848,695706959592074
run,133.626,695706977918377
run,146.834,695706996817519
run,161.397,695707014007614
run,161.038,695707029647287
run,163.192,695707045322961
run,163.402,695707060792072
run,136.831,695707076238367
run,149.258,695707094674463
run,161.373,695707111579754
run,148.462,695707127222788
run,137.321,695707144242192
run,163.224,695707162630032
run,161.708,695707178104455
run,146.309,695707193711968
run,136.574,695707210954927
run,162.489,695707229427120
run,146.299,695707244960488
run,132.196,695707262204503
run,162.51,695707281288033
run,165.151,695707296821208
run,159.809,695707312101485
run,139.309,695707327892200
run,154.517,695707346000644
run,163.408,695707362332103
run,70.1282,695707377775486
run,33.8872,695707413760210
run,77.7724,695707488105691
run,47.3212,695707520550398
run,63.5663,695707573823554
run,96.0341,695707613497289
run,124.797,695707639782903
run,69.9136,695707660047728
run,33.7792,695707696143910
run,53.3849,695707770747731
run,51.867,695707817980323
run,79.1514,695707866593543
run,122.288,695707898481122
run,125.313,695707919145505
run,146.449,695707939295641
run,137.854,695707956545481
run,161.179,695707974865959
run,162.25,695707990537217
run,162.581,695708006119578
run,161.64,695708021658354
run,162.127,695708037279787
run,163.755,695708052854627
run,145.226,695708068293530
run,122.974,695708085673419
run,139.525,695708106203913
run,164.826,695708124313060
run,163.859,695708139636729
run,144.659,695708155046127
run,133.754,695708172503522
run,29.4098,695708191383912
run,51.642,695708277026639
run,75.312,695708325841909
run,47.3808,695708359338855
run,112.134,695708412555402
run,102.436,695708435060707
run,111.234,695708459675097
run,139.598,695708482362260
run,140.006,695708500454672
run,158.518,695708518495402
run,160.667,695708534443944
run,163.074,695708550173859
run,162.859,695708565660730
run,141.138,695708581177009
run,151.572,695708599074922
run,163.231,695708615734034
run,163.239,695708631201097
run,135.723,695708646667104
run,145.975,695708665256450
run,161.783,695708682544978
run,146.399,695708698146379
run,132.158,695708715386043
run,157.779,695708734496036
run,149.162,695708750493794
run,139.198,695708767412302
run,115.443,695708785536938
run,157.827,695708857849462
run,162.871,695708873874677
run,163.73,695708889380909
run,160.76,695708904794755
run,134.383,695708920493117
run,132.923,695708939281730
run,134.127,695708958266410
run,160.37,695708977081263
run,165.277,695708992824618
run,165.083,695709008095198
run,162.216,695709023380819
run,64.5821,695709038934443
run,46.1406,695709077992810
run,53.0879,695709132618369
run,42.4858,695709180110261
run,56.4598,695709239424781
run,66.2658,695709284084282
run,55.9705,695709322140139
run,56.1497,695709367190461
run,52.5375,695709412090125
run,76.9545,695709460082536
run,44.5011,695709492880080
run,119.291,695709549505154
run,123.188,695709570665512
run,113.348,695709591151813
run,152.12,695709613424251
run,162.946,695709630031329
run,161.679,695709645531449
run,142.861,695709661146898
run,162.651,695709678813415
run,162.319,695709694336255
run,147.553,695709709888823
run,138.459,695709726989221
run,163.866,695709745207394
run,145.909,695709760609144
run,134.962,695709777926953
run,162.889,695709796629293
run,146.204,695709812124772
run,160.441,695709829383156
run,142.129,695709845112142
run,154.909,695709862896806
run,163.37,695709879192040
run,157.625,695709894644191
run,161.135,695709910658909
run,163.27,695709926323063
run,163.642,695709941782894
run,141.565,695709957203428
run,136.84,695709975022556
run,162.851,695709993477756
run,165.979,695710008985972
run,164.444,695710024196455
run,135.525,695710039546877
run,150.547,695710058165951
run,161.237,695710074932104
run,136.498,695710090586850
run,148.737,695710109073091
run,161.566,695710126040303
run,163.63,695710141664264
run,163.056,695710157093086
run,162.428,695710172590357
run,68.2394,695710188129869
run,43.6797,695710225099855
run,51.9117,695710282804209
run,52.5734,695710331352980
run,58.3411,695710379304942
run,88.77,695710422543591
run,69.2172,695710450964306
run,30.7494,695710487411628
run,49.292,695710569353727
run,52.0338,695710620506790
run,84.2968,695710668966184
run,103.544,695710698887783
run,121.073,695710723263098
run,153.971,695710744103036
run,162.715,695710760501664
run,163.737,695710776031703
run,161.589,695710791453582
run,161.178,695710807074567
run,163.222,695710822734496
run,160.448,695710838200151
run,140.695,695710853929170
run,138.609,695710871862411
run,143.878,695710890076680
run,161.423,695710907629820
run,163.321,695710923272022
run,163.055,695710938729036
run,40.6309,695710954214020
run,52.4038,695711016225793
run,44.8017,695711064346782
run,48.7779,695711120591116
run,95.9803,695711172272314
run,138.989,695711198553255
run,161.146,695711216725700
run,163.908,695711232396061
run,138.881,695711247797299
run,135.946,695711265959696
run,162.316,695711284512306
run,161.735,695711300064426
run,163.312,695711315694403
run,163.374,695711331152346
run,162.781,695711346601681
run,163.795,695711362106824
run,148.07,695711377515006
run,138.773,695711394551691
run,136.425,695711412733320
run,137.706,695711431224936
run,155.382,695711449556551
run,157.807,695711465800457
run,162.69,695711481795847
run,156.93,695711497310303
run,122.166,695711513402686
run,131.342,695711534054301
run,147.273,695711553265160
run,134.598,695711570398711
run,163.789,695711589162683
run,165.69,695711604580210
run,160.98,695711619818149
run,139.088,695711635508511
run,156.34,695711653647739
